gp_lgd_code,reserved_women_2005,reserved_women_2010,reservation_2005,reservation_2010,gp_name_res_2010,samiti_res_2010,district_res_2010,gp_name_lgd,district_lgd,subdistrict_lgd,match_stage,reservation_dose_n,reservation_dose,match_conflict_excluded
37594,1,0,ST W,ST,bhachdiya,SIMALWARA,DUNGARPUR,Bhachdiya,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37598,0,0,ST,ST,chadoli,SIMALWARA,DUNGARPUR,Chadoli,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37601,1,1,ST W,STW,dariyati,SIMALWARA,DUNGARPUR,Dariyati,Dungarpur,Chikhali,B_exact_gp_district,2,twice,0
37602,1,0,ST W,ST,dhambola,SIMALWARA,DUNGARPUR,Dhambola,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37603,0,1,ST,STW,dhangaon,SIMALWARA,DUNGARPUR,Dhangaon,Dungarpur,Chikhali,B_exact_gp_district,1,once,0
37604,1,0,ST W,ST,dhodhra,SIMALWARA,DUNGARPUR,Dhodhra,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37606,0,0,ST,ST,dungarsaran,SIMALWARA,DUNGARPUR,Dungar Saran,Dungarpur,Chikhali,B_exact_gp_district,0,never,0
37608,0,1,ST,STW,gadajasrajpur,SIMALWARA,DUNGARPUR,Gada Jasrajpur,Dungarpur,Galiyakot,B_exact_gp_district,1,once,0
37612,0,0,ST,ST,ghuved,SIMALWARA,DUNGARPUR,Ghuved,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37613,1,1,ST W,STW,gundlara,SIMALWARA,DUNGARPUR,Gundlara,Dungarpur,Chikhali,B_exact_gp_district,2,twice,0
37619,0,1,ST,STW,jorawarpura,SIMALWARA,DUNGARPUR,Jorawarpura,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37620,0,0,ST,ST,kasariya,SIMALWARA,DUNGARPUR,Kasariya,Dungarpur,Galiyakot,B_exact_gp_district,0,never,0
37621,0,1,ST,STW,kochari,SIMALWARA,DUNGARPUR,Kochari,Dungarpur,Chikhali,B_exact_gp_district,1,once,0
37623,0,1,ST,STW,likhi badi,SIMALWARA,DUNGARPUR,Likhi Badi,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37624,1,0,ST W,ST,malakholda,SIMALWARA,DUNGARPUR,Mala Kholda,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37627,0,1,ST,STW,nadiya,SIMALWARA,DUNGARPUR,Nadiya,Dungarpur,Galiyakot,B_exact_gp_district,1,once,0
37629,0,1,ST,STW,naibasti badgama,SIMALWARA,DUNGARPUR,Nai Basti Badgama,Dungarpur,Chikhali,B_exact_gp_district,1,once,0
37630,0,0,ST,ST,peeth,SIMALWARA,DUNGARPUR,Peeth,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37632,0,0,ST,ST,ramsor juna,SIMALWARA,DUNGARPUR,Ramsor Juna,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37635,0,0,ST,ST,sadriya,SIMALWARA,DUNGARPUR,Sadriya,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37636,0,0,ST,ST,sakarsi,SIMALWARA,DUNGARPUR,Sakarsi,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37638,1,0,ST W,ST,saleda,SIMALWARA,DUNGARPUR,Saleda,Dungarpur,Chikhali,B_exact_gp_district,1,once,0
37639,0,0,ST,ST,sarthuna,SIMALWARA,DUNGARPUR,Sarthuna,Dungarpur,Simalwara,A_exact_gp_district_samiti,0,never,0
37641,0,0,ST,ST,sendola,SIMALWARA,DUNGARPUR,Sendola,Dungarpur,Chikhali,B_exact_gp_district,0,never,0
37643,0,1,ST,STW,silohi,SIMALWARA,DUNGARPUR,Silohi,Dungarpur,Galiyakot,B_exact_gp_district,1,once,0
37644,0,1,ST,STW,simalwara,SIMALWARA,DUNGARPUR,Simalwara,Dungarpur,Simalwara,A_exact_gp_district_samiti,1,once,0
37648,1,0,GEN W,SC,10 as,ANUPGARH,GANGANAGAR,10 As,Anupgarh,Vijainagar,C_unique_gp_name_statewide,1,once,0
37651,0,0,SC,GEN,10 sarkari,ANUPGARH,GANGANAGAR,10 Sarkari,Anupgarh,Vijainagar,C_unique_gp_name_statewide,0,never,0
37660,0,1,GEN,SCW,15 a(b),ANUPGARH,GANGANAGAR,15 Ab,Anupgarh,Anupgarh,C_unique_gp_name_statewide,1,once,0
37662,0,1,GEN,SCW,16 as (kupli),ANUPGARH,GANGANAGAR,16 As - Kupli,Anupgarh,Vijainagar,C_unique_gp_name_statewide,1,once,0
37677,0,0,OBC,SC,21 sjm,ANUPGARH,GANGANAGAR,21 Sjm,Anupgarh,Anupgarh,C_unique_gp_name_statewide,0,never,0
37678,1,0,SC W,SC,22 a,ANUPGARH,GANGANAGAR,22 A,Anupgarh,Anupgarh,C_unique_gp_name_statewide,1,once,0
37682,1,0,SC W,GEN,27 a,ANUPGARH,GANGANAGAR,27 A,Anupgarh,Anupgarh,C_unique_gp_name_statewide,1,once,0
37714,0,1,OBC,SCW,7 sjm,ANUPGARH,GANGANAGAR,7 Sjm,Anupgarh,Anupgarh,C_unique_gp_name_statewide,1,once,0
37718,0,0,OBC,SC,8 bgd,ANUPGARH,GANGANAGAR,8 Bgd,Anupgarh,Vijainagar,C_unique_gp_name_statewide,0,never,0
37728,1,0,SC W,OBC,bilochia,ANUPGARH,GANGANAGAR,Bilochia,Anupgarh,Vijainagar,C_unique_gp_name_statewide,1,once,0
37730,1,1,GEN W,SCW,gomawali,ANUPGARH,GANGANAGAR,Gomawali,Anupgarh,Vijainagar,C_unique_gp_name_statewide,2,twice,0
37735,0,1,GEN,SCW,13 g chhoti,GANGANAGAR,GANGANAGAR,13 G Chhoti,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37738,1,1,GEN W,SCW,27 gg,GANGANAGAR,GANGANAGAR,27 Gg,Ganganagar,Ganganagar,A_exact_gp_district_samiti,2,twice,0
37739,0,1,GEN,OBCW,3 c chhoti,GANGANAGAR,GANGANAGAR,3 C Chhoti,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37740,0,1,GEN,SCW,3 h chhoti,GANGANAGAR,GANGANAGAR,3 H Chhoti,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37751,1,0,GEN W,SC,dullapur keri,GANGANAGAR,GANGANAGAR,Dullapur Keri,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37753,0,1,GEN,GENW,hindumalkot,GANGANAGAR,GANGANAGAR,Hindumalkot,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37758,0,1,SC,OBCW,koni,GANGANAGAR,GANGANAGAR,Koni,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37759,0,1,SC,GENW,kotha,GANGANAGAR,GANGANAGAR,Kotha,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37763,0,0,SC,GEN,matili rathan,GANGANAGAR,GANGANAGAR,Matili Rathan,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37764,0,1,GEN,OBCW,mirjewala,GANGANAGAR,GANGANAGAR,Mirjewala,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37766,0,0,GEN,GEN,netewala,GANGANAGAR,GANGANAGAR,Netewala,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37768,0,0,GEN,GEN,pakki,GANGANAGAR,GANGANAGAR,Pakki,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37770,0,1,GEN,GENW,sadhuwali,GANGANAGAR,GANGANAGAR,Sadhuwali,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37771,0,0,GEN,GEN,sahib singh wala,GANGANAGAR,GANGANAGAR,Sahibsinghwala,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37772,0,0,GEN,OBC,5 g chhoti,GANGANAGAR,GANGANAGAR,5 G Chhoti,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37773,0,0,GEN,SC,sahuwala,GANGANAGAR,GANGANAGAR,Sahuwala,Ganganagar,Ganganagar,A_exact_gp_district_samiti,0,never,0
37776,0,1,SC,GENW,tatarsar,GANGANAGAR,GANGANAGAR,Tatarsar,Ganganagar,Ganganagar,A_exact_gp_district_samiti,1,once,0
37778,0,0,SC,GEN,14 ff,KARANPUR,GANGANAGAR,14 Ff,Ganganagar,Gajsinghpur,B_exact_gp_district,0,never,0
37780,1,1,SC W,GENW,2 ffa,KARANPUR,GANGANAGAR,2 Ff A,Ganganagar,Karanpur,A_exact_gp_district_samiti,2,twice,0
37781,0,1,SC,GENW,2 x,KARANPUR,GANGANAGAR,2 X,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37783,0,0,SC,GEN,42 h,KARANPUR,GANGANAGAR,42 H,Ganganagar,Karanpur,A_exact_gp_district_samiti,0,never,0
37785,0,0,GEN,SC,56 f,KARANPUR,GANGANAGAR,56 F,Ganganagar,Gajsinghpur,B_exact_gp_district,0,never,0
37786,0,0,GEN,SC,61 f,KARANPUR,GANGANAGAR,61 F,Ganganagar,Karanpur,A_exact_gp_district_samiti,0,never,0
37787,0,1,SC,SCW,8 v,KARANPUR,GANGANAGAR,8 V,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37790,1,1,SC W,GENW,25 h (dalpatsinghpur),KARANPUR,GANGANAGAR,25 H Dalpatsinghpur,Ganganagar,Karanpur,A_exact_gp_district_samiti,2,twice,0
37793,1,0,SC W,GEN,fusewala,KARANPUR,GANGANAGAR,Fusewala,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37794,0,0,SC,GEN,25 f (gulabewala),KARANPUR,GANGANAGAR,25 F Gulabewala,Ganganagar,Karanpur,A_exact_gp_district_samiti,0,never,0
37796,1,1,GEN W,SCW,2 w gurusar,KARANPUR,GANGANAGAR,2 W Gurusar,Ganganagar,Karanpur,A_exact_gp_district_samiti,2,twice,0
37797,0,0,GEN,SC,kaminpura,KARANPUR,GANGANAGAR,Kaminpura,Ganganagar,Karanpur,A_exact_gp_district_samiti,0,never,0
37803,0,1,OBC,SCW,malkana khurd,KARANPUR,GANGANAGAR,Malkana Khurd,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37809,1,1,GEN W,SCW,36 h naggi,KARANPUR,GANGANAGAR,36 H Naggi,Ganganagar,Karanpur,A_exact_gp_district_samiti,2,twice,0
37810,1,0,GEN W,GEN,6 fa radewala,KARANPUR,GANGANAGAR,6 F A Radewala,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37811,0,1,GEN,SCW,50 f roopnagar,KARANPUR,GANGANAGAR,50 F Roopnagar,Ganganagar,Karanpur,A_exact_gp_district_samiti,1,once,0
37812,0,0,OBC,SC,11 eea,PADAMPUR,GANGANAGAR,11 Ee A,Ganganagar,Padampur,A_exact_gp_district_samiti,0,never,0
37815,0,0,GEN,SC,1 ps,PADAMPUR,GANGANAGAR,1ps,Ganganagar,Padampur,A_exact_gp_district_samiti,0,never,0
37816,1,0,OBC W,SC,20 bba,PADAMPUR,GANGANAGAR,20 Bb A,Ganganagar,Padampur,A_exact_gp_district_samiti,1,once,0
37821,0,0,SC,GEN,34 lnp,PADAMPUR,GANGANAGAR,34 Lnp,Ganganagar,Padampur,A_exact_gp_district_samiti,0,never,0
37829,1,0,GEN W,GEN,4 jj,PADAMPUR,GANGANAGAR,4jj,Ganganagar,Padampur,A_exact_gp_district_samiti,1,once,0
37830,0,0,SC,OBC,54 lnp,PADAMPUR,GANGANAGAR,54 Lnp,Ganganagar,Padampur,A_exact_gp_district_samiti,0,never,0
37835,0,0,SC,GEN,69 lnp,PADAMPUR,GANGANAGAR,69 Lnp,Ganganagar,Padampur,A_exact_gp_district_samiti,0,never,0
37836,0,1,GEN,SCW,7 dd,PADAMPUR,GANGANAGAR,7 DD,Ganganagar,Padampur,A_exact_gp_district_samiti,1,once,0
37843,1,1,GEN W,GENW,jivandesar,SARDAR SHAHAR,CHURU,Jivandesar,Ganganagar,Padampur,C_unique_gp_name_statewide,2,twice,0
37848,0,1,GEN,SCW,10 tk,RAISINGHNAGAR,GANGANAGAR,10 Tk,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,1,once,0
37849,0,0,GEN,GEN,11 tk,RAISINGHNAGAR,GANGANAGAR,11 Tk,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,0,never,0
37856,0,0,GEN,GEN,5 tk,RAISINGHNAGAR,GANGANAGAR,5 Tk,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,0,never,0
37857,0,0,SC,GEN,6 jkm,RAISINGHNAGAR,GANGANAGAR,6 Jkm,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,0,never,0
37868,1,0,GEN W,GEN,30 psa,RAISINGHNAGAR,GANGANAGAR,30 Ps A,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,1,once,0
37893,0,1,GEN,SCW,thandi,RAISINGHNAGAR,GANGANAGAR,Thandi,Anupgarh,Raisinghnagar,C_unique_gp_name_statewide,1,once,0
37895,1,1,GEN W,SCW,8 hh,SADULSHAHAR,GANGANAGAR,8hh,Ganganagar,Ganganagar,B_exact_gp_district,2,twice,0
37896,0,1,GEN,OBCW,alipura,SADULSHAHAR,GANGANAGAR,Alipura,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37898,0,0,OBC,SC,banwali,SADULSHAHAR,GANGANAGAR,Banwali,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,0,never,0
37899,1,0,GEN W,SC,bhagsar,SADULSHAHAR,GANGANAGAR,Bhagsar,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37905,0,1,GEN,GENW,dungarsinghpura,SADULSHAHAR,GANGANAGAR,Dungarsinghpura,Ganganagar,Ganganagar,B_exact_gp_district,1,once,0
37907,0,0,SC,GEN,ganeshgarh,SADULSHAHAR,GANGANAGAR,Ganeshgarh,Ganganagar,Ganganagar,B_exact_gp_district,0,never,0
37908,0,0,GEN,SC,hakmabad,SADULSHAHAR,GANGANAGAR,Hakmabad,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,0,never,0
37910,0,0,GEN,SC,kheruwala,SADULSHAHAR,GANGANAGAR,Kheruwala,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,0,never,0
37918,0,0,SC,GEN,manniwali,SADULSHAHAR,GANGANAGAR,Manniwali,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,0,never,0
37919,0,1,GEN,OBCW,morjand khari,SADULSHAHAR,GANGANAGAR,Morjand Khari,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37920,0,1,GEN,SCW,narayangarh,SADULSHAHAR,GANGANAGAR,Narayangarh,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37922,0,1,SC,GENW,panniwali,SADULSHAHAR,GANGANAGAR,Panniwali,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37923,0,0,GEN,OBC,rotanwali,SADULSHAHAR,GANGANAGAR,Rotanwali,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,0,never,0
37925,1,0,SC W,GEN,takharanwali,SADULSHAHAR,GANGANAGAR,Takharanwali,Ganganagar,Sadulshahar,A_exact_gp_district_samiti,1,once,0
37927,1,0,GEN W,SC,13 sd,SURATGARH,GANGANAGAR,13 Sd,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37928,1,1,GEN W,OBCW,8 shpd,SURATGARH,GANGANAGAR,8 Shpd,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37929,0,0,GEN,OBC,bakhtawarpura,SURATGARH,GANGANAGAR,Bakhtawarpura,Ganganagar,Suratgarh,A_exact_gp_district_samiti,0,never,0
37931,1,1,GEN W,SCW,bhagwansar,SURATGARH,GANGANAGAR,Bhagwansar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37932,0,1,GEN,SCW,bherupura,DHOND,SIKAR,Bherupura,Ganganagar,Suratgarh,C_unique_gp_name_statewide,1,once,0
37933,1,1,GEN W,SCW,bhojewala,SURATGARH,GANGANAGAR,Bhoje Wala,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37936,0,1,GEN,OBCW,daidaspura,SURATGARH,GANGANAGAR,Daidaspura,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37939,0,1,SC,OBCW,gopalsar,SURATGARH,GANGANAGAR,Gopalsar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37940,1,0,SC W,GEN,govindsar,SURATGARH,GANGANAGAR,Govindsar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37941,0,1,GEN,GENW,gudli,SURATGARH,GANGANAGAR,Gudli,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37942,0,1,GEN,GENW,gurusarmodiya,SURATGARH,GANGANAGAR,Gurusar Modiya,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37943,1,0,SC W,GEN,jankidaswala,SURATGARH,GANGANAGAR,Jankidaswala,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37944,1,0,SC W,OBC,maler,SURATGARH,GANGANAGAR,Maler,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37945,1,1,GEN W,GENW,manewala,SURATGARH,GANGANAGAR,Manewala,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37946,1,1,OBC W,GENW,manaksar,SURATGARH,GANGANAGAR,Manaksar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37947,0,0,SC,GEN,mokalsar,SURATGARH,GANGANAGAR,Mokalsar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,0,never,0
37948,1,1,SC W,GENW,nirwana,SURATGARH,GANGANAGAR,Nirwana,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37949,0,0,SC,OBC,padampura,SURATGARH,GANGANAGAR,Padampura,Ganganagar,Suratgarh,A_exact_gp_district_samiti,0,never,0
37950,0,0,SC,GEN,raghunathpura,SURATGARH,GANGANAGAR,Raghunathpura,Ganganagar,Suratgarh,A_exact_gp_district_samiti,0,never,0
37954,1,1,OBC W,SCW,rangmahal,SURATGARH,GANGANAGAR,Rang Mahal,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37956,1,1,GEN W,SCW,sanghar,SURATGARH,GANGANAGAR,Sanghar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,2,twice,0
37957,0,1,GEN,OBCW,sardargarh,SURATGARH,GANGANAGAR,Sardargarh,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37958,1,0,GEN W,GEN,sardarpurabika,SURATGARH,GANGANAGAR,Sardarpura Bika,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37960,1,0,GEN W,SC,singrasar,SURATGARH,GANGANAGAR,Singrasar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37961,0,0,OBC,SC,somasar,SURATGARH,GANGANAGAR,Somasar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,0,never,0
37962,0,1,SC,GENW,thethar,SURATGARH,GANGANAGAR,Thethar,Ganganagar,Suratgarh,A_exact_gp_district_samiti,1,once,0
37966,1,0,GEN W,GEN,ajeetpura,BHADRA,HANUMANGARH,Ajeet Pura,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
37967,0,0,GEN,SC,alayala,BHADRA,HANUMANGARH,Alayala,Hanumangarh,Bhadra,A_exact_gp_district_samiti,0,never,0
37968,0,1,GEN,SCW,anoopshahar,BHADRA,HANUMANGARH,Anoop Shahar,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
37971,0,0,GEN,GEN,bhangarh,BHADRA,HANUMANGARH,Bhangarh,Hanumangarh,Bhadra,A_exact_gp_district_samiti,0,never,0
37972,0,0,GEN,GEN,bhangwa,BHADRA,HANUMANGARH,Bhangwa,Hanumangarh,Bhadra,A_exact_gp_district_samiti,0,never,0
37979,0,1,GEN,GENW,chiriyagandhi,BHADRA,HANUMANGARH,Chiriya Gandhi,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
37980,1,1,GEN W,SCW,dabari,BHADRA,HANUMANGARH,Dabari,Hanumangarh,Bhadra,A_exact_gp_district_samiti,2,twice,0
37981,1,0,GEN W,SC,dobhi,BHADRA,HANUMANGARH,Dobhi,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
37983,1,1,GEN W,GENW,gadhara,BHADRA,HANUMANGARH,Gadhara,Hanumangarh,Bhadra,A_exact_gp_district_samiti,2,twice,0
37986,0,0,OBC,GEN,gheu,BHADRA,HANUMANGARH,Gheu,Hanumangarh,Bhadra,A_exact_gp_district_samiti,0,never,0
37992,1,0,GEN W,SC,kanau,BHADRA,HANUMANGARH,Kanau,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
37995,1,1,SC W,GENW,kunji,BHADRA,HANUMANGARH,Kunji,Hanumangarh,Bhadra,A_exact_gp_district_samiti,2,twice,0
38005,0,1,OBC,GENW,rajpura,BHADRA,HANUMANGARH,Rajpura,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
38012,1,0,GEN W,SC,suratpura,BHADRA,HANUMANGARH,Suratpura,Hanumangarh,Bhadra,A_exact_gp_district_samiti,1,once,0
38016,0,1,OBC,SCW,30 ssw,HANUMANGARH,HANUMANGARH,30 Ssw,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38025,1,0,GEN W,SC,bahlolnagar,HANUMANGARH,HANUMANGARH,Bahlol Nagar,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38030,1,0,GEN W,GEN,bhompura,HANUMANGARH,HANUMANGARH,Bhom Pura,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38045,0,1,SC,GENW,dholipal,HANUMANGARH,HANUMANGARH,Dholipal,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38049,1,0,GEN W,OBC,fatehgarh,HANUMANGARH,HANUMANGARH,Fatehgarh,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38058,1,0,SC W,GEN,indergarh,JAMWA RAMGARH,JAIPUR,Inder Garh,Hanumangarh,Sangaria,C_unique_gp_name_statewide,1,once,0
38063,1,1,SC W,GENW,jhamber,HANUMANGARH,HANUMANGARH,Jhamber,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,2,twice,0
38074,1,1,SC W,GENW,kohla,HANUMANGARH,HANUMANGARH,Kohla,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,2,twice,0
38077,0,0,GEN,SC,lakhuwali,HANUMANGARH,HANUMANGARH,Lakhuwali,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,0,never,0
38081,0,1,GEN,GENW,mainawali,HANUMANGARH,HANUMANGARH,Mainawali,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,1,once,0
38087,0,0,SC,GEN,manuka,HANUMANGARH,HANUMANGARH,Manuka,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,0,never,0
38093,1,1,SC W,GENW,munda,HANUMANGARH,HANUMANGARH,Munda,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,2,twice,0
38097,0,0,GEN,SC,nawan,HANUMANGARH,HANUMANGARH,Nawan,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,0,never,0
38098,1,1,OBC W,GENW,norangdesar,HANUMANGARH,HANUMANGARH,Norangdesar,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,2,twice,0
38116,0,0,GEN,GEN,sahajipura,HANUMANGARH,HANUMANGARH,Sahajipura,Hanumangarh,Hanumangarh,A_exact_gp_district_samiti,0,never,0
38143,1,0,GEN W,GEN,ararki,NOHAR,HANUMANGARH,Ararki,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38144,0,1,GEN,SCW,badbirana,NOHAR,HANUMANGARH,Badbirana,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38148,0,1,SC,GENW,bhanguli,NOHAR,HANUMANGARH,Bhanguli,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38150,1,1,SC W,GENW,bhograna,NOHAR,HANUMANGARH,Bhograna,Hanumangarh,Nohar,A_exact_gp_district_samiti,2,twice,0
38151,0,1,SC,GENW,bhukarka,NOHAR,HANUMANGARH,Bhukarka,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38152,0,0,SC,OBC,birkali,NOHAR,HANUMANGARH,Birkali,Hanumangarh,Nohar,A_exact_gp_district_samiti,0,never,0
38155,1,0,SC W,GEN,chak sardarpura,NOHAR,HANUMANGARH,Chak Sardarpura,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38159,1,0,GEN W,GEN,deidas,NOHAR,HANUMANGARH,Deidas,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38167,0,0,GEN,OBC,gorkhana,NOHAR,HANUMANGARH,Gorkhana,Hanumangarh,Nohar,A_exact_gp_district_samiti,0,never,0
38170,0,0,OBC,GEN,jabrasar,NOHAR,HANUMANGARH,Jabrasar,Hanumangarh,Nohar,A_exact_gp_district_samiti,0,never,0
38173,1,0,GEN W,GEN,kansar,NOHAR,HANUMANGARH,Kansar,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38178,1,0,GEN W,OBC,khuiyan,NOHAR,HANUMANGARH,Khuiyan,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38180,0,0,GEN,GEN,lakhasar,NOHAR,HANUMANGARH,Lakhasar,Hanumangarh,Nohar,A_exact_gp_district_samiti,0,never,0
38188,0,1,GEN,SCW,meghana,NOHAR,HANUMANGARH,Meghana,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38192,0,1,SC,GENW,nanau,NOHAR,HANUMANGARH,Nanau,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38209,0,1,OBC,SCW,sirangsar,NOHAR,HANUMANGARH,Sirangsar,Hanumangarh,Nohar,A_exact_gp_district_samiti,1,once,0
38210,0,0,SC,GEN,sonari,NOHAR,HANUMANGARH,Sonari,Hanumangarh,Nohar,A_exact_gp_district_samiti,0,never,0
38216,0,0,ST,GEN,achrol,AMBER,JAIPUR,Achrol,Jaipur,Amber,A_exact_gp_district_samiti,0,never,0
38219,1,1,GEN W,OBCW,bagwada,AMBER,JAIPUR,Bagwada,Jaipur,Amber,A_exact_gp_district_samiti,2,twice,0
38222,1,0,GEN W,OBC,bhatton ki gali,AMBER,JAIPUR,Bhatton Ki Gali,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38223,0,1,OBC,STW,bhurthal,AMBER,JAIPUR,Bhurthal,Jaipur (Gramin),Rampura Dabri,C_unique_gp_name_statewide,1,once,0
38225,0,1,SC,STW,bilochi,AMBER,JAIPUR,Bilochi,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38226,0,1,GEN,GENW,chandwaji,AMBER,JAIPUR,Chandwaji,Jaipur,Amber,A_exact_gp_district_samiti,1,once,0
38229,0,0,GEN,GEN,chitanu kalan,AMBER,JAIPUR,Chitanu Kalan,Jaipur,Amber,A_exact_gp_district_samiti,0,never,0
38232,1,1,OBC W,SCW,dhand,AMBER,JAIPUR,Dhand,Jaipur,Amber,A_exact_gp_district_samiti,2,twice,0
