gp_lgd_code,reserved_women_2005,reserved_women_2010,reservation_2005,reservation_2010,gp_name_res_2010,samiti_res_2010,district_res_2010,gp_name_lgd,district_lgd,subdistrict_lgd,match_stage,reservation_dose_n,reservation_dose,match_conflict_excluded
35700,0,1,OBC,GENW,hurda,HURDA,BHILWARA,Hurda,Bhilwara,Hurda,A_exact_gp_district_samiti,1,once,0
35701,0,0,OBC,GEN,jalampura,HURDA,BHILWARA,Jalampura,Bhilwara,Antali,B_exact_gp_district,0,never,0
35705,0,1,GEN,GENW,lamba,HURDA,BHILWARA,Lamba,Bhilwara,Antali,B_exact_gp_district,1,once,0
35708,0,0,GEN,GEN,sareri,HURDA,BHILWARA,Sareri,Bhilwara,Antali,B_exact_gp_district,0,never,0
35710,0,0,OBC,GEN,taswariya,HURDA,BHILWARA,Taswariya,Bhilwara,Antali,B_exact_gp_district,0,never,0
35715,0,1,OBC,STW,amarwasi,JAHAZPUR,BHILWARA,Amarwasi,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35716,1,0,ST W,GEN,bagudar,JAHAZPUR,BHILWARA,Bagudar,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35722,1,1,ST W,GENW,bharni kalan,JAHAZPUR,BHILWARA,Bharni Kalan,Shahpura,Jahazpur,C_unique_gp_name_statewide,2,twice,0
35724,0,0,ST,SC,biletha,JAHAZPUR,BHILWARA,Biletha,Shahpura,Jahazpur,C_unique_gp_name_statewide,0,never,0
35725,0,0,ST,SC,dhor,JAHAZPUR,BHILWARA,Dhor,Shahpura,Jahazpur,C_unique_gp_name_statewide,0,never,0
35726,0,1,SC,STW,dhunwala,JAHAZPUR,BHILWARA,Dhunwala,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35727,0,0,OBC,GEN,falasiya,BHOPALSAGAR,CHITTORGARH,Falasiya,Shahpura,Jahazpur,C_unique_gp_name_statewide,0,never,0
35730,0,1,GEN,SCW,gangithala,JAHAZPUR,BHILWARA,Gangithala,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35732,0,0,GEN,ST,itunda,JAHAZPUR,BHILWARA,Itunda,Shahpura,Jahazpur,C_unique_gp_name_statewide,0,never,0
35733,1,0,GEN W,GEN,jamoli,JAHAZPUR,BHILWARA,Jamoli,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35737,0,1,ST,GENW,luharikalan,JAHAZPUR,BHILWARA,Luhari Kalan,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35739,1,1,SC W,GENW,pander,JAHAZPUR,BHILWARA,Pander,Shahpura,Jahazpur,C_unique_gp_name_statewide,2,twice,0
35741,0,0,ST,SC,rawatkhera,JAHAZPUR,BHILWARA,Rawat Khera,Shahpura,Jahazpur,C_unique_gp_name_statewide,0,never,0
35748,1,0,GEN W,ST,ulela,JAHAZPUR,BHILWARA,Ulela,Shahpura,Jahazpur,C_unique_gp_name_statewide,1,once,0
35750,0,0,GEN,GEN,aama,KOTRI,BHILWARA,Aama,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35752,0,0,GEN,SC,aasop,KOTRI,BHILWARA,Aasop,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35755,0,1,GEN,GENW,ban ka kheda,KOTRI,BHILWARA,Ban Ka Kheda,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35757,0,0,GEN,GEN,bishniya,KOTRI,BHILWARA,Bishniya,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35759,0,0,SC,ST,chhapdel,KOTRI,BHILWARA,Chhapdel,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35763,1,1,GEN W,GENW,gendliya,KOTRI,BHILWARA,Gendliya,Shahpura,Kotri,C_unique_gp_name_statewide,2,twice,0
35765,0,0,OBC,GEN,jeevakheda,KOTRI,BHILWARA,Jeeva Kheda,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35767,0,1,GEN,GENW,kanti,KOTRI,BHILWARA,Kanti,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35769,0,0,OBC,GEN,kothaj,KOTRI,BHILWARA,Kothaj,Shahpura,Kotri,C_unique_gp_name_statewide,0,never,0
35772,0,1,OBC,GENW,mansha,KOTRI,BHILWARA,Mansha,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35773,1,0,OBC W,GEN,nandrai,KOTRI,BHILWARA,Nandrai,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35774,0,1,GEN,SCW,paroli,KOTRI,BHILWARA,Paroli,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35775,0,1,ST,GENW,rased,KOTRI,BHILWARA,Rased,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35776,0,1,GEN,GENW,redwas,KOTRI,BHILWARA,Redwas,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35777,0,1,SC,OBCW,reeth,KOTRI,BHILWARA,Reeth,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35781,1,0,GEN W,OBC,sawaipur,KOTRI,BHILWARA,Sawaipur,Shahpura,Kotri,C_unique_gp_name_statewide,1,once,0
35789,1,0,GEN W,SC,bemali,MANDAL,BHILWARA,Bemali,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35791,0,0,GEN,GEN,bhadu,MANDAL,BHILWARA,Bhadu,Bhilwara,Mandal,A_exact_gp_district_samiti,0,never,0
35792,0,1,GEN,GENW,bhagwanpura,MANDAL,BHILWARA,Bhagwanpura,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35794,0,1,ST,SCW,chandras,MANDAL,BHILWARA,Chandras,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35798,0,1,GEN,GENW,chitamba,MANDAL,BHILWARA,Chitamba,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35799,1,0,GEN W,SC,dahimatha,MANDAL,BHILWARA,Dahimatha,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35800,0,1,SC,GENW,dhuwala (kareda),MANDAL,BHILWARA,Dhuwala(Kareda),Bhilwara,Kareda,B_exact_gp_district,1,once,0
35802,1,0,ST W,OBC,ghodas,MANDAL,BHILWARA,Ghodas,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35805,0,1,SC,OBCW,gorkhiya,MANDAL,BHILWARA,Gorkhiya,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35806,1,0,GEN W,OBC,kabradiya,MANDAL,BHILWARA,Kabradiya,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35807,0,1,OBC,SCW,kareda,MANDAL,BHILWARA,Kareda,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35808,0,1,GEN,OBCW,keriya,MANDAL,BHILWARA,Keriya,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35810,1,0,OBC W,GEN,leswa,MANDAL,BHILWARA,Leswa,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35811,0,0,SC,OBC,mandal,MANDAL,BHILWARA,Mandal,Bhilwara,Mandal,A_exact_gp_district_samiti,0,never,0
35813,0,1,SC,OBCW,nareli,MANDAL,BHILWARA,Nareli,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35814,0,1,GEN,GENW,nimbahera (jatan),MANDAL,BHILWARA,Nimbahera Jatan,Bhilwara,Kareda,B_exact_gp_district,1,once,0
35817,0,0,GEN,GEN,santokpura,MANDAL,BHILWARA,Santokpura,Bhilwara,Mandal,A_exact_gp_district_samiti,0,never,0
35821,1,0,OBC W,GEN,suras,MANDAL,BHILWARA,Suras,Bhilwara,Mandal,A_exact_gp_district_samiti,1,once,0
35823,0,0,GEN,GEN,thana,MANDAL,BHILWARA,Thana,Bhilwara,Kareda,B_exact_gp_district,0,never,0
35825,1,1,GEN W,STW,aaroli,MANDALGARH,BHILWARA,Aaroli,Bhilwara,Bijoliya,B_exact_gp_district,2,twice,0
35827,0,1,GEN,GENW,bhopatpura,MANDALGARH,BHILWARA,Bhopatpura,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35835,1,0,OBC W,GEN,gopalpura,MANDALGARH,BHILWARA,Gopalpura,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35837,0,0,GEN,GEN,jaliya,MANDALGARH,BHILWARA,Jaliya,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,0,never,0
35839,1,1,SC W,GENW,jhanjhola,MANDALGARH,BHILWARA,Jhanjhola,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,2,twice,0
35842,1,1,GEN W,SCW,kalyanpura,MANDALGARH,BHILWARA,Kalyanpura,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,2,twice,0
35843,0,1,GEN,SCW,kansya,MANDALGARH,BHILWARA,Kansya,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35844,1,0,ST W,OBC,khachrol,MANDALGARH,BHILWARA,Khachrol,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,1,once,0
35845,0,1,OBC,GENW,khatwada,MANDALGARH,BHILWARA,Khatwada,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,1,once,0
35846,1,1,GEN W,STW,ladpura,MANDALGARH,BHILWARA,Ladpura,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,2,twice,0
35848,0,0,SC,GEN,makredi,MANDALGARH,BHILWARA,Makredi,Bhilwara,Bijoliya,B_exact_gp_district,0,never,0
35850,0,0,OBC,GEN,mangtala,MANDALGARH,BHILWARA,Mangtala,Shahpura,Kachhola,C_unique_gp_name_statewide,0,never,0
35855,1,0,OBC W,GEN,naya nagar,MANDALGARH,BHILWARA,Nayanagar,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35857,0,1,GEN,GENW,ralayata,MANDALGARH,BHILWARA,Ralayata,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,1,once,0
35860,1,1,SC W,GENW,sarana,MANDALGARH,BHILWARA,Sarana,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,2,twice,0
35862,0,0,GEN,ST,shyamgarh,MANDALGARH,BHILWARA,Shyamgarh,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,0,never,0
35863,0,0,GEN,OBC,shyampura,MANDALGARH,BHILWARA,Shyampura,Bhilwara,Bijoliya,B_exact_gp_district,0,never,0
35864,0,0,OBC,ST,singoli,MANDALGARH,BHILWARA,Singoli,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,0,never,0
35866,0,0,GEN,GEN,sukhpura,MANDALGARH,BHILWARA,Sukhpura,Bhilwara,Bijoliya,B_exact_gp_district,0,never,0
35867,0,1,GEN,STW,suras,MANDALGARH,BHILWARA,Suras,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,1,once,0
35868,0,0,SC,GEN,thalkalan,MANDALGARH,BHILWARA,Thalkalan,Bhilwara,Mandalgarh,A_exact_gp_district_samiti,0,never,0
35869,0,1,ST,GENW,tharoda,MANDALGARH,BHILWARA,Tharoda,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35872,0,1,GEN,SCW,vikrampura,MANDALGARH,BHILWARA,Vikrampura,Bhilwara,Bijoliya,B_exact_gp_district,1,once,0
35874,0,1,GEN,SCW,bangar,RAIPUR,BHILWARA,Bangar,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35875,0,0,OBC,SC,bagoliya,RAIPUR,BHILWARA,Bagoliya,Bhilwara,Raipur,A_exact_gp_district_samiti,0,never,0
35877,1,0,GEN W,GEN,borana,RAIPUR,BHILWARA,Borana,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35878,0,1,OBC,GENW,boriyapura,RAIPUR,BHILWARA,Boriya Pura,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35880,0,1,GEN,GENW,galwa,RAIPUR,BHILWARA,Galwa,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35881,0,0,GEN,GEN,jhadol,RAIPUR,BHILWARA,Jhadol,Bhilwara,Raipur,A_exact_gp_district_samiti,0,never,0
35884,0,1,GEN,OBCW,kot,RAIPUR,BHILWARA,Kot,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35885,0,0,GEN,OBC,mokhunda,RAIPUR,BHILWARA,Mokhunda,Bhilwara,Raipur,A_exact_gp_district_samiti,0,never,0
35886,0,1,GEN,SCW,nahri,RAIPUR,BHILWARA,Nahri,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35893,0,1,GEN,GENW,sagrev,RAIPUR,BHILWARA,Sagrev,Bhilwara,Raipur,A_exact_gp_district_samiti,1,once,0
35894,1,1,GEN W,GENW,thala,RAIPUR,BHILWARA,Thala,Bhilwara,Raipur,A_exact_gp_district_samiti,2,twice,0
35895,0,0,OBC,GEN,aamli,SAHARA,BHILWARA,Aamli,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35896,1,1,OBC W,GENW,arniya,SAHARA,BHILWARA,Arniya,Bhilwara,Sahara,A_exact_gp_district_samiti,2,twice,0
35897,0,0,GEN,SC,bharak,SAHARA,BHILWARA,Bharak,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35898,0,1,OBC,SCW,bhunas,SAHARA,BHILWARA,Bhunas,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35901,1,0,SC W,GEN,delana,SAHARA,BHILWARA,Delana,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35902,0,0,GEN,GEN,dhosar,SAHARA,BHILWARA,Dhosar,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35903,0,1,ST,GENW,ganeshpura,SAHARA,BHILWARA,Ganeshpura,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35905,1,1,OBC W,GENW,kangani,SAHARA,BHILWARA,Kangani,Bhilwara,Sahara,A_exact_gp_district_samiti,2,twice,0
35907,0,0,GEN,GEN,koshithal,SAHARA,BHILWARA,Koshithal,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35909,0,1,GEN,OBCW,mahendragarh,SAHARA,BHILWARA,Mahendragarh,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35910,1,1,GEN W,OBCW,majhawas,SAHARA,BHILWARA,Majhawas,Bhilwara,Sahara,A_exact_gp_district_samiti,2,twice,0
35915,1,0,ST W,OBC,salera,SAHARA,BHILWARA,Salera,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35916,0,1,OBC,GENW,sargaon,SAHARA,BHILWARA,Sargaon,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35917,0,1,GEN,GENW,satliyas,SAHARA,BHILWARA,Satliyas,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35918,0,0,GEN,SC,shivrati,SAHARA,BHILWARA,Shivrati,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35919,0,0,OBC,GEN,soniyana,SAHARA,BHILWARA,Soniyana,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35920,0,0,GEN,SC,surawas,SAHARA,BHILWARA,Surawas,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35921,0,0,GEN,GEN,ullai,SAHARA,BHILWARA,Ullai,Bhilwara,Sahara,A_exact_gp_district_samiti,0,never,0
35922,1,0,GEN W,OBC,ummedpura,SAHARA,BHILWARA,Ummedpura,Bhilwara,Sahara,A_exact_gp_district_samiti,1,once,0
35924,0,0,ST,GEN,arniya ghora,SHAHPURA,BHILWARA,Arniya Ghora,Shahpura,Phooliya Kalan,C_unique_gp_name_statewide,0,never,0
35925,0,0,SC,GEN,arniya rasa,SHAHPURA,BHILWARA,Arniya Rasa,Shahpura,Shahpura,C_unique_gp_name_statewide,0,never,0
35926,0,1,SC,GENW,arwad,SHAHPURA,BHILWARA,Arwad,Shahpura,Phooliya Kalan,C_unique_gp_name_statewide,1,once,0
35931,1,1,OBC W,GENW,biliya,SHAHPURA,BHILWARA,Biliya,Shahpura,Shahpura,C_unique_gp_name_statewide,2,twice,0
35934,0,1,GEN,SCW,dabla chanda,SHAHPURA,BHILWARA,Dabla Chanda,Shahpura,Shahpura,C_unique_gp_name_statewide,1,once,0
35936,0,1,GEN,SCW,dhanop,SHAHPURA,BHILWARA,Dhanop,Shahpura,Phooliya Kalan,C_unique_gp_name_statewide,1,once,0
35937,0,1,OBC,STW,dhikola,SHAHPURA,BHILWARA,Dhikola,Shahpura,Phooliya Kalan,C_unique_gp_name_statewide,1,once,0
35940,0,1,GEN,GENW,girdiya,SHAHPURA,BHILWARA,Girdiya,Shahpura,Shahpura,C_unique_gp_name_statewide,1,once,0
35945,1,1,SC W,OBCW,khamor,SHAHPURA,BHILWARA,Khamor,Shahpura,Shahpura,C_unique_gp_name_statewide,2,twice,0
35948,1,0,OBC W,GEN,kothiya,SHAHPURA,BHILWARA,Kothiya,Shahpura,Phooliya Kalan,C_unique_gp_name_statewide,1,once,0
35952,0,0,ST,GEN,mindoliya,SHAHPURA,BHILWARA,Mindoliya,Shahpura,Shahpura,C_unique_gp_name_statewide,0,never,0
35956,1,0,ST W,OBC,rehad,SHAHPURA,BHILWARA,Rehad,Shahpura,Shahpura,C_unique_gp_name_statewide,1,once,0
35960,1,1,SC W,OBCW,tehnal,SHAHPURA,BHILWARA,Tehnal,Shahpura,Shahpura,C_unique_gp_name_statewide,2,twice,0
35962,0,1,GEN,GENW,arjiya,SUWANA,BHILWARA,Arjiya,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35964,0,1,SC,OBCW,bardod,SUWANA,BHILWARA,Bardod,Bhilwara,Hameergarh,B_exact_gp_district,1,once,0
35965,0,1,GEN,OBCW,bholi,SUWANA,BHILWARA,Bholi,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35967,0,0,SC,GEN,danthal,SUWANA,BHILWARA,Danthal,Bhilwara,Bhilwara,B_exact_gp_district,0,never,0
35970,1,0,GEN W,OBC,dudiya,SUWANA,BHILWARA,Dudiya,Bhilwara,Hameergarh,B_exact_gp_district,1,once,0
35973,0,1,GEN,GENW,haled,SUWANA,BHILWARA,Haled,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35975,1,1,GEN W,SCW,kanda,SUWANA,BHILWARA,Kanda,Bhilwara,Bhilwara,B_exact_gp_district,2,twice,0
35978,0,1,OBC,GENW,kochriya,SUWANA,BHILWARA,Kochriya,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35979,0,1,ST,GENW,kodukota,SUWANA,BHILWARA,Kodukota,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35981,1,0,GEN W,OBC,malola,SUWANA,BHILWARA,Malola,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35982,0,1,OBC,GENW,mangrop,SUWANA,BHILWARA,Mangrop,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
35985,1,1,GEN W,GENW,pansal,SUWANA,BHILWARA,Pansal,Bhilwara,Bhilwara,B_exact_gp_district,2,twice,0
35986,0,0,OBC,GEN,peepli,SUWANA,BHILWARA,Peepli,Bhilwara,Hameergarh,B_exact_gp_district,0,never,0
35990,1,0,GEN W,SC,sangwa,SUWANA,BHILWARA,Sangwa,Bhilwara,Bhilwara,B_exact_gp_district,1,once,0
36005,1,1,OBC W,SCW,ambasar,BIKANER,BIKANER,Ambasar,Bikaner,Bikaner,A_exact_gp_district_samiti,2,twice,0
36018,0,0,SC,GEN,gusainsar,BIKANER,BIKANER,Gusainsar,Bikaner,Bikaner,A_exact_gp_district_samiti,0,never,0
36019,0,0,GEN,SC,jaimalsar,BIKANER,BIKANER,Jaimalsar,Bikaner,Bikaner,A_exact_gp_district_samiti,0,never,0
36021,0,1,GEN,GENW,jamsar,BIKANER,BIKANER,Jamsar,Bikaner,Bikaner,A_exact_gp_district_samiti,1,once,0
36028,0,1,GEN,OBCW,khara,BIKANER,BIKANER,Khara,Bikaner,Bikaner,A_exact_gp_district_samiti,1,once,0
36044,0,1,OBC,GENW,palana,BIKANER,BIKANER,Palana,Bikaner,Bikaner,A_exact_gp_district_samiti,1,once,0
36046,0,0,GEN,SC,ramsar,BIKANER,BIKANER,Ramsar,Bikaner,Bikaner,A_exact_gp_district_samiti,0,never,0
36050,1,1,SC W,GENW,sherera,BIKANER,BIKANER,Sherera,Bikaner,Bikaner,A_exact_gp_district_samiti,2,twice,0
36052,0,0,SC,GEN,sinthal,BIKANER,BIKANER,Sinthal,Bikaner,Bikaner,A_exact_gp_district_samiti,0,never,0
36054,0,0,SC,GEN,tejrasar,BIKANER,BIKANER,Tejrasar,Bikaner,Bikaner,A_exact_gp_district_samiti,0,never,0
36056,1,1,OBC W,GENW,udasar,BIKANER,BIKANER,Udasar,Bikaner,Bikaner,A_exact_gp_district_samiti,2,twice,0
36057,0,1,GEN,GENW,udairamsar,BIKANER,BIKANER,Udairamsar,Bikaner,Bikaner,A_exact_gp_district_samiti,1,once,0
36059,1,0,GEN W,SC,bajju,KOLAYAT,BIKANER,Bajju,Bikaner,Bajju,B_exact_gp_district,1,once,0
36061,0,0,OBC,GEN,barsalpur,KOLAYAT,BIKANER,Barsalpur,Bikaner,Bajju,B_exact_gp_district,0,never,0
36062,0,1,GEN,GENW,bhaluri,KOLAYAT,BIKANER,Bhaluri,Bikaner,Bajju,B_exact_gp_district,1,once,0
36063,1,1,GEN W,OBCW,bhaneka gaon,KOLAYAT,BIKANER,Bhaneka Gaon,Bikaner,Hadan,B_exact_gp_district,2,twice,0
36064,0,1,SC,GENW,bhelu,KOLAYAT,BIKANER,Bhelu,Bikaner,Hadan,B_exact_gp_district,1,once,0
36065,0,0,SC,OBC,bholasar,KOLAYAT,BIKANER,Bholasar,Bikaner,Kolayat,A_exact_gp_district_samiti,0,never,0
36066,0,0,GEN,SC,bikampur,KOLAYAT,BIKANER,Bikampur,Bikaner,Bajju,B_exact_gp_district,0,never,0
36067,1,0,SC W,GEN,bithnok,KOLAYAT,BIKANER,Bithnok,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36069,0,1,GEN,GENW,chani,KOLAYAT,BIKANER,Chani,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36070,0,1,SC,OBCW,charanwala,KOLAYAT,BIKANER,Charanwala,Bikaner,Bajju,B_exact_gp_district,1,once,0
36071,0,1,OBC,GENW,dasori,KOLAYAT,BIKANER,Dasori,Bikaner,Hadan,B_exact_gp_district,1,once,0
36072,1,0,GEN W,GEN,diyatra,KOLAYAT,BIKANER,Diyatra,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36074,0,1,GEN,SCW,gajner,KOLAYAT,BIKANER,Gajner,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36075,1,1,SC W,OBCW,girajsar,KOLAYAT,BIKANER,Girajsar,Bikaner,Kolayat,A_exact_gp_district_samiti,2,twice,0
36076,0,1,GEN,SCW,godu,KOLAYAT,BIKANER,Godu,Bikaner,Bajju,B_exact_gp_district,1,once,0
36078,0,0,GEN,SC,gokul,KOLAYAT,BIKANER,Gokul,Bikaner,Bajju,B_exact_gp_district,0,never,0
36079,0,1,GEN,GENW,guda,KOLAYAT,BIKANER,Guda,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36081,1,1,GEN W,SCW,hadla bhatiyan,KOLAYAT,BIKANER,Hadla Bhatiyan,Bikaner,Kolayat,A_exact_gp_district_samiti,2,twice,0
36082,1,0,GEN W,GEN,jhajhu,KOLAYAT,BIKANER,Jhajhu,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36083,0,1,SC,GENW,khari charnan,KOLAYAT,BIKANER,Khari Charnan,Bikaner,Kolayat,A_exact_gp_district_samiti,1,once,0
36085,1,1,OBC W,GENW,kolayat,KOLAYAT,BIKANER,Kolayat,Bikaner,Kolayat,A_exact_gp_district_samiti,2,twice,0
36090,1,0,OBC W,GEN,nagrasar,KOLAYAT,BIKANER,Nagrasar,Bikaner,Bajju,B_exact_gp_district,1,once,0
36097,1,0,GEN W,OBC,baladesar,LUNKARANSAR,BIKANER,Baladesar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,1,once,0
36099,0,1,GEN,OBCW,chak johad,LUNKARANSAR,BIKANER,Chakjohad,Bikaner,Lunkaransar,A_exact_gp_district_samiti,1,once,0
36100,0,0,GEN,OBC,dhani pandusar,LUNKARANSAR,BIKANER,Dhani Pandusar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36101,0,0,GEN,SC,dhirera,LUNKARANSAR,BIKANER,Dhirera,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36102,0,1,GEN,GENW,garabdesar,LUNKARANSAR,BIKANER,Garabdesar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,1,once,0
36103,1,0,GEN W,SC,hansera,LUNKARANSAR,BIKANER,Hansera,Bikaner,Lunkaransar,A_exact_gp_district_samiti,1,once,0
36104,1,1,GEN W,GEN,jaitpur,LUNKARANSAR,BIKANER,Jaitpur,Bikaner,Lunkaransar,A_exact_gp_district_samiti,2,twice,0
36107,1,1,OBC W,GENW,kapurisar,LUNKARANSAR,BIKANER,Kapurisar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,2,twice,0
36111,1,0,GEN W,OBC,khokhrana,LUNKARANSAR,BIKANER,Khokhrana,Bikaner,Lunkaransar,A_exact_gp_district_samiti,1,once,0
36112,0,0,GEN,SC,kujti,LUNKARANSAR,BIKANER,Kujti,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36115,0,0,GEN,GEN,mahajan,LUNKARANSAR,BIKANER,Mahajan,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36116,0,0,OBC,GEN,makdasar,LUNKARANSAR,BIKANER,Makdasar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36119,1,0,GEN W,OBC,rajasar bhatiyan,LUNKARANSAR,BIKANER,Rajasar Bhatiyan,Bikaner,Chhatargarh,B_exact_gp_district,1,once,0
36125,0,0,SC,GEN,sansardesar,LUNKARANSAR,BIKANER,Sansardesar,Bikaner,Chhatargarh,B_exact_gp_district,0,never,0
36126,0,0,GEN,SC,shekhsar,LUNKARANSAR,BIKANER,Shekhsar,Bikaner,Lunkaransar,A_exact_gp_district_samiti,0,never,0
36128,1,1,GEN W,SCW,sodhwali,LUNKARANSAR,BIKANER,Sodhwali,Bikaner,Lunkaransar,A_exact_gp_district_samiti,2,twice,0
36132,0,0,GEN,SC,bandhra,SHEO,BARMER,Bandhra,Bikaner,Nokha,C_unique_gp_name_statewide,0,never,0
36133,0,1,GEN,GENW,berasar,NOKHA,BIKANER,Berasar,Bikaner,Nokha,A_exact_gp_district_samiti,1,once,0
36134,0,0,GEN,GEN,bhadla,NOKHA,BIKANER,Bhadla,Bikaner,Nokha,A_exact_gp_district_samiti,0,never,0
36136,0,1,GEN,SCW,bikasar,NOKHA,BIKANER,Bikasar,Bikaner,Nokha,A_exact_gp_district_samiti,1,once,0
36140,0,0,GEN,SC,desalsar,NOKHA,BIKANER,Desalsar,Bikaner,Nokha,A_exact_gp_district_samiti,0,never,0
36141,0,0,SC,OBC,dharnok,NOKHA,BIKANER,Dharnok,Bikaner,Nokha,A_exact_gp_district_samiti,0,never,0
36144,0,0,SC,GEN,hansasar,NOKHA,BIKANER,Hansasar,Bikaner,Nokha,A_exact_gp_district_samiti,0,never,0
36146,0,0,OBC,GEN,jaisalsar,NOKHA,BIKANER,Jaisalsar,Bikaner,Nokha,A_exact_gp_district_samiti,0,never,0
36147,1,1,GEN W,GENW,jaisinghdesarmagra,NOKHA,BIKANER,Jaisinghdesar Magra,Bikaner,Nokha,A_exact_gp_district_samiti,2,twice,0
